trade_id,signal_type,zone_name,entry_time,entry_price,target_price,exit_time,exit_price,exit_type,pnl,hold_duration,entry_date,exit_date,entry_hour,exit_hour
52,BUY,res1,2024-01-25 14:35:00,16856.65,16931.65,2024-01-25 16:30:00,16911.75,FORCE_EXIT,55.099999999998545,115.0,2024-01-25,2024-01-25,14:35,16:30
53,BUY,res1,2024-01-26 09:01:00,16870.15,16945.15,2024-01-26 11:41:00,16947.35,TARGET,77.19999999999709,160.0,2024-01-26,2024-01-26,09:01,11:41
54,BUY,res1,2024-01-26 13:15:00,16954.05,17029.05,2024-01-26 14:18:00,16936.05,STOP_LOSS,-18.0,63.0,2024-01-26,2024-01-26,13:15,14:18
55,SELL,res1,2024-01-26 14:25:00,16932.85,16857.85,2024-01-26 14:46:00,16959.55,STOP_LOSS,-26.700000000000728,21.0,2024-01-26,2024-01-26,14:25,14:46
56,BUY,sup1,2024-01-26 14:47:00,16960.55,17035.55,2024-01-26 16:27:00,16920.75,STOP_LOSS,-39.79999999999927,100.0,2024-01-26,2024-01-26,14:47,16:27
57,SELL,res1,2024-01-26 16:28:00,16921.25,16846.25,2024-01-26 16:30:00,16922.55,FORCE_EXIT,-1.2999999999992724,2.0,2024-01-26,2024-01-26,16:28,16:30
58,SELL,sup1,2024-01-29 09:18:00,16909.75,16834.75,2024-01-29 16:30:00,16923.25,FORCE_EXIT,-13.5,432.0,2024-01-29,2024-01-29,09:18,16:30
59,BUY,res1,2024-01-30 09:01:00,17003.75,17078.75,2024-01-30 16:30:00,16960.45,FORCE_EXIT,-43.29999999999927,449.0,2024-01-30,2024-01-30,09:01,16:30
60,BUY,res1,2024-01-31 09:06:00,16981.15,17056.15,2024-01-31 09:09:00,16965.45,STOP_LOSS,-15.700000000000728,3.0,2024-01-31,2024-01-31,09:06,09:09
61,SELL,res1,2024-01-31 09:11:00,16962.85,16887.85,2024-01-31 09:25:00,16982.05,STOP_LOSS,-19.200000000000728,14.0,2024-01-31,2024-01-31,09:11,09:25
62,BUY,res1,2024-01-31 09:26:00,16982.55,17057.55,2024-01-31 10:02:00,16966.55,STOP_LOSS,-16.0,36.0,2024-01-31,2024-01-31,09:26,10:02
63,SELL,res1,2024-01-31 10:14:00,16961.45,16886.45,2024-01-31 16:30:00,16915.35,FORCE_EXIT,46.10000000000218,376.0,2024-01-31,2024-01-31,10:14,16:30
64,SELL,res1,2024-02-01 10:38:00,16849.05,16774.05,2024-02-01 11:59:00,16874.55,STOP_LOSS,-25.5,81.0,2024-02-01,2024-02-01,10:38,11:59
65,BUY,res1,2024-02-01 12:00:00,16874.05,16949.05,2024-02-01 12:27:00,16859.55,STOP_LOSS,-14.5,27.0,2024-02-01,2024-02-01,12:00,12:27
66,BUY,res1,2024-02-01 12:42:00,16875.55,16950.55,2024-02-01 16:30:00,16885.45,FORCE_EXIT,9.900000000001455,228.0,2024-02-01,2024-02-01,12:42,16:30
67,SELL,res1,2024-02-02 12:00:00,16979.05,16904.05,2024-02-02 13:31:00,17003.15,STOP_LOSS,-24.100000000002183,91.0,2024-02-02,2024-02-02,12:00,13:31
68,BUY,res1,2024-02-02 13:32:00,17001.15,17076.15,2024-02-02 14:11:00,16985.35,STOP_LOSS,-15.80000000000291,39.0,2024-02-02,2024-02-02,13:32,14:11
69,SELL,res1,2024-02-02 14:31:00,16937.65,16862.65,2024-02-02 16:30:00,16925.05,FORCE_EXIT,12.600000000002183,119.0,2024-02-02,2024-02-02,14:31,16:30
70,BUY,sup1,2024-02-05 09:08:00,16928.55,17003.55,2024-02-05 10:19:00,16900.65,STOP_LOSS,-27.899999999997817,71.0,2024-02-05,2024-02-05,09:08,10:19
71,BUY,res1,2024-02-05 11:39:00,16941.25,17016.25,2024-02-05 14:10:00,16922.75,STOP_LOSS,-18.5,151.0,2024-02-05,2024-02-05,11:39,14:10
72,SELL,sup1,2024-02-05 14:38:00,16887.25,16812.25,2024-02-05 15:23:00,16904.45,STOP_LOSS,-17.200000000000728,45.0,2024-02-05,2024-02-05,14:38,15:23
73,BUY,sup1,2024-02-05 15:24:00,16904.95,16979.95,2024-02-05 16:08:00,16891.95,STOP_LOSS,-13.0,44.0,2024-02-05,2024-02-05,15:24,16:08
74,SELL,res1,2024-02-06 09:07:00,16949.05,16874.05,2024-02-06 11:02:00,16875.05,TARGET,74.0,115.0,2024-02-06,2024-02-06,09:07,11:02
75,SELL,sup1,2024-02-06 11:16:00,16872.45,16797.45,2024-02-06 11:57:00,16894.35,STOP_LOSS,-21.899999999997817,41.0,2024-02-06,2024-02-06,11:16,11:57
76,BUY,sup1,2024-02-06 11:58:00,16894.85,16969.85,2024-02-06 12:13:00,16877.85,STOP_LOSS,-17.0,15.0,2024-02-06,2024-02-06,11:58,12:13
77,SELL,res1,2024-02-06 12:45:00,16876.95,16801.95,2024-02-06 13:17:00,16897.95,STOP_LOSS,-21.0,32.0,2024-02-06,2024-02-06,12:45,13:17
78,BUY,res1,2024-02-06 13:18:00,16897.85,16972.85,2024-02-06 15:40:00,16975.55,TARGET,77.70000000000073,142.0,2024-02-06,2024-02-06,13:18,15:40
79,SELL,res1,2024-02-07 09:49:00,17003.55,16928.55,2024-02-07 16:00:00,16923.75,TARGET,79.79999999999927,371.0,2024-02-07,2024-02-07,09:49,16:00
80,SELL,res1,2024-02-08 10:27:00,16942.75,16867.75,2024-02-08 10:40:00,16960.75,STOP_LOSS,-18.0,13.0,2024-02-08,2024-02-08,10:27,10:40
81,BUY,res1,2024-02-08 10:41:00,16961.25,17036.25,2024-02-08 10:47:00,16951.45,STOP_LOSS,-9.799999999999272,6.0,2024-02-08,2024-02-08,10:41,10:47
